# Item registry dump
# Minecraft: 1.20.1
# Entries: 18688
# Generated: 2025-12-05T20:47:16.2241068-03:00

chipped:broken_sea_lantern 9209
chipped:broken_shroomlight 3633
chipped:brown_concrete_bricks 8687
chipped:brown_concrete_panel 8695
chipped:brown_concrete_pillar 8700
chipped:brown_concrete_tiles 8688
chipped:brown_dried_kelp_block 3700
chipped:brown_glazed_terracotta_pillar_sides 8493
chipped:brown_glazed_terracotta_pillar_top 8494
chipped:brown_glazed_terracotta_smooth_tiles 8495
chipped:brown_glazed_terracotta_tiles 8496
chipped:brown_mushroom_bulb 3561
chipped:brown_mushroom_bushel 3562
chipped:brown_mushroom_cluster 3563
chipped:brown_mushroom_trio 3564
chipped:brown_terracotta_bricks 8233
chipped:brown_terracotta_column 8242
chipped:brown_terracotta_pillar 8243
chipped:brown_terracotta_tile 8234
chipped:brown_terracotta_tiles 8235
chipped:bubbling_nether_wart_block 3752
chipped:bubbling_warped_wart_block 3837
chipped:budding_crimson_roots 3676
chipped:budding_crimson_roots_bulb 3675
chipped:bulbed_brown_mushroom 3553
chipped:bulbed_crimson_fungus 3851
chipped:bulbed_glowstone 2794
chipped:bulbed_red_mushroom 3567
chipped:bulbed_sea_lantern 9210
chipped:bulbed_warped_fungus 3865
chipped:bulby_sponge 2786
chipped:bundled_acacia_log 4301
chipped:bundled_birch_log 4312
chipped:bundled_black_carpet 5838
chipped:bundled_black_wool 5518
chipped:bundled_blue_carpet 5858
chipped:bundled_blue_wool 5538
chipped:bundled_brown_carpet 5878
chipped:bundled_brown_wool 5558
chipped:bundled_cherry_log 4402
chipped:bundled_crimson_stem 4378
chipped:bundled_cyan_carpet 5898
chipped:bundled_cyan_wool 5578
chipped:bundled_dark_oak_log 4323
chipped:bundled_gray_carpet 5918
chipped:bundled_gray_wool 5598
chipped:bundled_green_carpet 5938
chipped:bundled_green_wool 5618
chipped:bundled_hay_block 3606
chipped:bundled_jungle_log 4334
chipped:bundled_light_blue_carpet 5958
chipped:bundled_light_blue_wool 5638
chipped:bundled_light_gray_carpet 5978
chipped:bundled_light_gray_wool 5658
chipped:bundled_lime_carpet 5998
chipped:bundled_lime_wool 5678
chipped:bundled_magenta_carpet 6018
chipped:bundled_magenta_wool 5698
chipped:bundled_mangrove_log 4345
chipped:bundled_oak_log 4356
chipped:bundled_orange_carpet 6038
chipped:bundled_orange_wool 5718
chipped:bundled_pink_carpet 6058
chipped:bundled_pink_wool 5738
chipped:bundled_purple_carpet 6078
chipped:bundled_purple_wool 5758
chipped:bundled_red_carpet 6098
chipped:bundled_red_wool 5778
chipped:bundled_spruce_log 4367
chipped:bundled_warped_stem 4392
chipped:bundled_white_carpet 6118
chipped:bundled_white_wool 5798
chipped:bundled_yellow_carpet 6138
chipped:bundled_yellow_wool 5818
chipped:burning_coal_lantern 9311
chipped:bushy_nether_sprouts 3733
chipped:button_brown_mushroom 3554
chipped:button_crimson_fungus 3852
chipped:button_mud 3259
chipped:button_mud_bricks 9104
chipped:button_packed_mud 3337
chipped:button_red_mushroom 3568
chipped:button_warped_fungus 3866
chipped:calcite_bricks 6415
chipped:calcite_mini_tiles 6416
chipped:calcite_pillar 6417
chipped:calcite_pillar_top 6418
chipped:calcite_pointed_dripstone 9176
chipped:calcite_scales 6419
chipped:carpenters_table 2383
chipped:carved_amethyst_block 2395
chipped:carved_ancient_debris 6163
chipped:carved_andesite 6229
chipped:carved_basalt 6295
chipped:carved_blackstone 6358
chipped:carved_blue_ice 2864
chipped:carved_borderless_bricks 9039
chipped:carved_bricks 8974
chipped:carved_calcite 6422
chipped:carved_clay 3194
chipped:carved_coal_block 2461
chipped:carved_cobblestone 6488
chipped:carved_crying_obsidian 2527
chipped:carved_dark_prismarine 6553
chipped:carved_deepslate 6618
chipped:carved_diorite 6678
chipped:carved_dirt 2930
chipped:carved_dripstone_block 6744
chipped:carved_end_stone 6810
chipped:carved_gilded_blackstone 6876
chipped:carved_granite 6945
chipped:carved_ice 2996
chipped:carved_lapis_block 2667
chipped:carved_lodestone 2594
chipped:carved_magma_block 7011
chipped:carved_mangrove_planks 4036
chipped:carved_mossy_cobblestone 7077
chipped:carved_mossy_stone_bricks 7142
chipped:carved_mud 3260
chipped:carved_mud_bricks 9105
chipped:carved_mud_bricks_pillar 9165
chipped:carved_mud_pillar 3320
chipped:carved_nether_bricks 7208
chipped:carved_netherrack 7274
chipped:carved_obsidian 7340
chipped:carved_packed_ice 3062
chipped:carved_packed_mud 3338
chipped:carved_packed_mud_pillar 3398
chipped:carved_prismarine 7406
chipped:carved_purpur_block 7472
chipped:carved_raw_copper_block 7599
chipped:carved_raw_gold_block 7665
chipped:carved_raw_iron_block 7731
chipped:carved_red_nether_bricks 7797
chipped:carved_red_sandstone 7863
chipped:carved_redstone_block 9251
chipped:carved_sandstone 7929
chipped:carved_smooth_stone 8057
chipped:carved_snow_block 3128
chipped:carved_stone 7994
chipped:carved_stripped_acacia_log 4493
chipped:carved_stripped_birch_log 4510
chipped:carved_stripped_cherry_log 4647
chipped:carved_stripped_crimson_stem 4630
chipped:carved_stripped_dark_oak_log 4527
chipped:carved_stripped_jungle_log 4544
chipped:carved_stripped_mangrove_log 4561
chipped:carved_stripped_oak_log 4579
chipped:carved_stripped_spruce_log 4596
chipped:carved_stripped_warped_stem 4613
chipped:carved_tuff 8123
chipped:center_cut_acacia_log 4302
chipped:center_cut_birch_log 4313
chipped:center_cut_cherry_log 4403
chipped:center_cut_crimson_stem 4379
chipped:center_cut_dark_oak_log 4324
chipped:center_cut_jungle_log 4335
chipped:center_cut_mangrove_log 4346
chipped:center_cut_oak_log 4357
chipped:center_cut_spruce_log 4368
chipped:center_cut_warped_stem 4393
chipped:centered_mud 3261
chipped:centered_mud_bricks 9106
chipped:centered_packed_mud 3339
chipped:chained_iron_bars 9191
chipped:checkered_acacia_trapdoor 4872
chipped:checkered_amethyst_block_tiles 2396
chipped:checkered_ancient_debris_tiles 6164
chipped:checkered_andesite_tiles 6230
chipped:checkered_bamboo_trapdoor 5092
chipped:checkered_basalt_tiles 6296
chipped:checkered_birch_trapdoor 4895
chipped:checkered_blackstone_tiles 6359
chipped:checkered_blue_ice_tiles 2865
chipped:checkered_borderless_bricks_tiles 9040
chipped:checkered_bricks_tiles 8975
chipped:checkered_calcite_tiles 6423
chipped:checkered_cherry_trapdoor 5070
chipped:checkered_clay_tiles 3195
chipped:checkered_coal_block_tiles 2462
chipped:checkered_cobblestone_tiles 6489
chipped:checkered_crimson_trapdoor 5028
chipped:checkered_crying_obsidian_tiles 2528
chipped:checkered_dark_oak_trapdoor 4918
chipped:checkered_dark_prismarine_tiles 6554
chipped:checkered_deepslate_tiles 6619
chipped:checkered_diorite_tiles 6679
chipped:checkered_dirt_tiles 2931
chipped:checkered_dripstone_block_tiles 6745
chipped:checkered_end_stone_tiles 6811
chipped:checkered_gilded_blackstone_tiles 6877
chipped:checkered_granite_tiles 6946
chipped:checkered_ice_tiles 2997
chipped:checkered_iron_lantern 9312
chipped:checkered_iron_soul_lantern 9326
chipped:checkered_jungle_trapdoor 4941
chipped:checkered_lapis_block_tiles 2668
chipped:checkered_lodestone_tiles 2595
chipped:checkered_magma_block_tiles 7012
chipped:checkered_mangrove_trapdoor 4963
chipped:checkered_mossy_cobblestone_tiles 7078
chipped:checkered_mossy_stone_bricks_tiles 7143
chipped:checkered_nether_bricks_tiles 7209
chipped:checkered_netherrack_tiles 7275
chipped:checkered_oak_trapdoor 4984
chipped:checkered_obsidian_tiles 7341
chipped:checkered_packed_ice_tiles 3063
chipped:checkered_prismarine_tiles 7407
chipped:checkered_quartz_block_tiles 7536
chipped:checkered_raw_copper_block_tiles 7600
chipped:checkered_raw_gold_block_tiles 7666
chipped:checkered_raw_iron_block_tiles 7732
chipped:checkered_red_nether_bricks_tiles 7798
chipped:checkered_red_sandstone_tiles 7864
chipped:checkered_redstone_block_tiles 9252
chipped:checkered_sandstone_tiles 7930
chipped:checkered_smooth_stone_tiles 8058
chipped:checkered_snow_block_tiles 3129
chipped:checkered_spruce_trapdoor 5006
chipped:checkered_stone_tiles 7995
chipped:checkered_tuff_tiles 8124
chipped:checkered_warped_trapdoor 5050
chipped:cherry_acacia_leaves 3409
chipped:cherry_birch_leaves 3420
chipped:cherry_dark_oak_leaves 3431
chipped:cherry_jungle_leaves 3442
chipped:cherry_oak_leaves 3460
chipped:cherry_planks_mosaic 4225
chipped:cherry_planks_panel 4255
chipped:cherry_planks_shavings 4226
chipped:cherry_spruce_leaves 3471
chipped:chipped_diamond_block 2728
chipped:chipped_emerald_block 2740
chipped:chipped_gold_block 2752
chipped:chipped_iron_block 2764
chipped:chipped_netherite_block 2775
chipped:chipped_stripped_acacia_log 4494
chipped:chipped_stripped_birch_log 4511
chipped:chipped_stripped_cherry_log 4648
chipped:chipped_stripped_crimson_stem 4631
chipped:chipped_stripped_dark_oak_log 4528
chipped:chipped_stripped_jungle_log 4545
chipped:chipped_stripped_mangrove_log 4562
chipped:chipped_stripped_oak_log 4580
chipped:chipped_stripped_spruce_log 4597
chipped:chipped_stripped_warped_stem 4614
chipped:chipped_waxed_copper_block 2814
chipped:chipped_waxed_exposed_copper 2825
chipped:chipped_waxed_oxidized_copper 2847
chipped:chipped_waxed_weathered_copper 2836
chipped:chiseled_black_terracotta 8202
chipped:chiseled_blue_terracotta 8219
chipped:chiseled_brown_terracotta 8236
chipped:chiseled_cyan_terracotta 8253
chipped:chiseled_gray_terracotta 8270
chipped:chiseled_green_terracotta 8287
chipped:chiseled_light_blue_terracotta 8304
chipped:chiseled_light_gray_terracotta 8321
chipped:chiseled_lime_terracotta 8338
chipped:chiseled_magenta_terracotta 8355
chipped:chiseled_mangrove_planks 4037
chipped:chiseled_mud 3262
chipped:chiseled_mud_bricks 9107
chipped:chiseled_orange_terracotta 8372
chipped:chiseled_packed_mud 3340
chipped:chiseled_pink_terracotta 8389
chipped:chiseled_purple_terracotta 8406
chipped:chiseled_red_terracotta 8423
chipped:chiseled_stripped_mangrove_log 4563
chipped:chiseled_terracotta 8185
chipped:chiseled_white_terracotta 8440
chipped:chiseled_yellow_terracotta 8457
chipped:chunky_gilded_blackstone 6934
chipped:circle_oak_glass 5122
chipped:circle_oak_glass_pane 5143
chipped:circular_black_stained_glass 5164
chipped:circular_black_stained_glass_pane 5175
chipped:circular_black_terracotta 8213
chipped:circular_blue_stained_glass 5186
chipped:circular_blue_stained_glass_pane 5197
chipped:circular_blue_terracotta 8230
chipped:circular_brown_stained_glass 5208
chipped:circular_brown_stained_glass_pane 5219
chipped:circular_brown_terracotta 8247
chipped:circular_cyan_stained_glass 5230
chipped:circular_cyan_stained_glass_pane 5241
chipped:circular_cyan_terracotta 8264
chipped:circular_gray_stained_glass 5252
chipped:circular_gray_stained_glass_pane 5263
chipped:circular_gray_terracotta 8281
chipped:circular_green_stained_glass 5274
chipped:circular_green_stained_glass_pane 5285
chipped:circular_green_terracotta 8298
chipped:circular_light_blue_stained_glass 5296
chipped:circular_light_blue_stained_glass_pane 5307
chipped:circular_light_blue_terracotta 8315
chipped:circular_light_gray_stained_glass 5318
chipped:circular_light_gray_stained_glass_pane 5329
chipped:circular_light_gray_terracotta 8332
chipped:circular_lime_stained_glass 5340
chipped:circular_lime_stained_glass_pane 5351
chipped:circular_lime_terracotta 8349
chipped:circular_magenta_stained_glass 5362
chipped:circular_magenta_stained_glass_pane 5373
chipped:circular_magenta_terracotta 8366
chipped:circular_orange_stained_glass 5384
chipped:circular_orange_stained_glass_pane 5395
chipped:circular_orange_terracotta 8383
chipped:circular_pink_stained_glass 5406
chipped:circular_pink_stained_glass_pane 5417
chipped:circular_pink_terracotta 8400
chipped:circular_purple_stained_glass 5428
chipped:circular_purple_stained_glass_pane 5439
chipped:circular_purple_terracotta 8417
chipped:circular_red_stained_glass 5450
chipped:circular_red_stained_glass_pane 5461
chipped:circular_red_terracotta 8434
chipped:circular_terracotta 8196
chipped:circular_white_stained_glass 5472
chipped:circular_white_stained_glass_pane 5483
chipped:circular_white_terracotta 8451
chipped:circular_yellow_stained_glass 5494
chipped:circular_yellow_stained_glass_pane 5505
chipped:circular_yellow_terracotta 8468
chipped:classic_acacia_trapdoor 4873
chipped:classic_bamboo_trapdoor 5093
chipped:classic_birch_trapdoor 4896
chipped:classic_cherry_trapdoor 5071
chipped:classic_crimson_trapdoor 5029
chipped:classic_dark_oak_trapdoor 4919
chipped:classic_jungle_trapdoor 4942
chipped:classic_mangrove_trapdoor 4964
chipped:classic_spruce_trapdoor 5007
chipped:classic_warped_trapdoor 5051
chipped:classic_windowed_acacia_trapdoor 4874
chipped:classic_windowed_bamboo_trapdoor 5094
chipped:classic_windowed_birch_trapdoor 4897
chipped:classic_windowed_cherry_trapdoor 5072
chipped:classic_windowed_crimson_trapdoor 5030
chipped:classic_windowed_dark_oak_trapdoor 4920
chipped:classic_windowed_jungle_trapdoor 4943
chipped:classic_windowed_mangrove_trapdoor 4965
chipped:classic_windowed_oak_trapdoor 4985
chipped:classic_windowed_spruce_trapdoor 5008
chipped:classic_windowed_warped_trapdoor 5052
chipped:clay_bricks 3187
chipped:clay_mini_tiles 3188
chipped:clay_pillar 3189
chipped:clay_pillar_top 3190
chipped:clay_scales 3191
chipped:clear_leaded_glass 5130
chipped:clear_leaded_glass_pane 5151
chipped:clustered_brown_mushroom 3555
chipped:clustered_crimson_fungus 3853
chipped:clustered_red_mushroom 3569
chipped:coal_barrel 4418
chipped:coal_block_bricks 2454
chipped:coal_block_mini_tiles 2455
chipped:coal_block_pillar 2456
chipped:coal_block_pillar_top 2457
chipped:coal_block_scales 2458
chipped:coarse_sand 3651
chipped:cobbled_amethyst_block 2397
chipped:cobbled_ancient_debris 6165
chipped:cobbled_andesite 6231
chipped:cobbled_basalt 6297
chipped:cobbled_blackstone 6360
chipped:cobbled_blue_ice 2866
chipped:cobbled_borderless_bricks 9041
chipped:cobbled_bricks 8976
chipped:cobbled_calcite 6424
chipped:cobbled_clay 3196
chipped:cobbled_coal_block 2463
chipped:cobbled_cobblestone 6490
chipped:cobbled_crying_obsidian 2529
chipped:cobbled_dark_prismarine 6555
chipped:cobbled_diorite 6680
chipped:cobbled_dirt 2932
chipped:cobbled_dripstone_block 6746
chipped:cobbled_end_stone 6812
chipped:cobbled_gilded_blackstone 6878
chipped:cobbled_granite 6947
chipped:cobbled_ice 2998
chipped:cobbled_lapis_block 2669
chipped:cobbled_lodestone 2596
chipped:cobbled_magma_block 7013
chipped:cobbled_mossy_cobblestone 7079
chipped:cobbled_mossy_stone_bricks 7144
chipped:cobbled_nether_bricks 7210
chipped:cobbled_netherrack 7276
chipped:cobbled_obsidian 7342
chipped:cobbled_packed_ice 3064
chipped:cobbled_prismarine 7408
chipped:cobbled_purpur_block 7473
chipped:cobbled_quartz_block 7537
chipped:cobbled_raw_copper_block 7601
chipped:cobbled_raw_gold_block 7667
chipped:cobbled_raw_iron_block 7733
chipped:cobbled_red_nether_bricks 7799
chipped:cobbled_red_sandstone 7865
chipped:cobbled_redstone_block 9253
chipped:cobbled_sandstone 7931
chipped:cobbled_smooth_stone 8059
chipped:cobbled_snow_block 3130
chipped:cobbled_stone 7996
chipped:cobbled_tuff 8125
chipped:cobblestone_bricks 6481
chipped:cobblestone_mini_tiles 6482
chipped:cobblestone_pillar 6483
chipped:cobblestone_pillar_top 6484
chipped:cobblestone_scales 6485
chipped:cobweb_acacia_trapdoor 4875
chipped:cobweb_arch 3583
chipped:cobweb_bamboo_trapdoor 5095
chipped:cobweb_birch_trapdoor 4898
chipped:cobweb_cherry_trapdoor 5073
chipped:cobweb_crimson_trapdoor 5031
chipped:cobweb_dark_oak_trapdoor 4921
chipped:cobweb_floor 3584
chipped:cobweb_jungle_trapdoor 4944
chipped:cobweb_mangrove_trapdoor 4966
chipped:cobweb_oak_trapdoor 4986
chipped:cobweb_spruce_trapdoor 5009
chipped:cobweb_warped_trapdoor 5053
chipped:compact_dried_kelp_block 3701
chipped:copper_barrel 4419
chipped:cornered_acacia_planks 3909
chipped:cornered_bamboo_planks 4294
chipped:cornered_birch_planks 3947
chipped:cornered_black_carpet 5853
chipped:cornered_black_wool 5533
chipped:cornered_blue_carpet 5873
chipped:cornered_blue_wool 5553
chipped:cornered_brown_carpet 5893
chipped:cornered_brown_wool 5573
chipped:cornered_cherry_planks 4256
chipped:cornered_crimson_planks 4180
chipped:cornered_cyan_carpet 5913
chipped:cornered_cyan_wool 5593
chipped:cornered_dark_oak_planks 3985
chipped:cornered_gray_carpet 5933
chipped:cornered_gray_wool 5613
chipped:cornered_green_carpet 5953
chipped:cornered_green_wool 5633
chipped:cornered_jungle_planks 4023
chipped:cornered_light_blue_carpet 5973
chipped:cornered_light_blue_wool 5653
chipped:cornered_light_gray_carpet 5993
chipped:cornered_light_gray_wool 5673
chipped:cornered_lime_carpet 6013
chipped:cornered_lime_wool 5693
chipped:cornered_magenta_carpet 6033
chipped:cornered_magenta_wool 5713
chipped:cornered_mangrove_planks 4066
chipped:cornered_oak_planks 4104
chipped:cornered_orange_carpet 6053
chipped:cornered_orange_wool 5733
chipped:cornered_pink_carpet 6073
chipped:cornered_pink_wool 5753
chipped:cornered_purple_carpet 6093
chipped:cornered_purple_wool 5773
chipped:cornered_red_carpet 6113
chipped:cornered_red_wool 5793
chipped:cornered_spruce_planks 4142
chipped:cornered_warped_planks 4218
chipped:cornered_white_carpet 6133
chipped:cornered_white_wool 5813
chipped:cornered_yellow_carpet 6153
chipped:cornered_yellow_wool 5833
chipped:corny_nether_sprouts 3734
chipped:corrupted_nether_sprouts 3735
chipped:cracked_amethyst_block_bricks 2398
chipped:cracked_ancient_debris_bricks 6166
chipped:cracked_andesite_bricks 6232
chipped:cracked_basalt_bricks 6298
chipped:cracked_blue_ice_bricks 2867
chipped:cracked_bone_block 3505
chipped:cracked_borderless_bricks_bricks 9042
chipped:cracked_bricks_bricks 8977
chipped:cracked_calcite_bricks 6425
chipped:cracked_clay_bricks 3197
chipped:cracked_coal_block_bricks 2464
chipped:cracked_cobblestone_bricks 6491
chipped:cracked_crying_obsidian_bricks 2530
chipped:cracked_dark_prismarine_bricks 6556
chipped:cracked_diorite_bricks 6681
chipped:cracked_dirt_bricks 2933
chipped:cracked_disordered_amethyst_block_bricks 2399
chipped:cracked_disordered_ancient_debris_bricks 6167
chipped:cracked_disordered_andesite_bricks 6233
chipped:cracked_disordered_basalt_bricks 6299
chipped:cracked_disordered_blackstone_bricks 6361
chipped:cracked_disordered_blue_ice_bricks 2868
chipped:cracked_disordered_borderless_bricks_bricks 9043
chipped:cracked_disordered_bricks_bricks 8978
chipped:cracked_disordered_calcite_bricks 6426
chipped:cracked_disordered_clay_bricks 3198
chipped:cracked_disordered_coal_block_bricks 2465
chipped:cracked_disordered_cobblestone_bricks 6492
chipped:cracked_disordered_crying_obsidian_bricks 2531
chipped:cracked_disordered_dark_prismarine_bricks 6557
chipped:cracked_disordered_deepslate_bricks 6620
chipped:cracked_disordered_diorite_bricks 6682
chipped:cracked_disordered_dirt_bricks 2934
chipped:cracked_disordered_dripstone_block_bricks 6748
chipped:cracked_disordered_end_stone_bricks 6814
chipped:cracked_disordered_gilded_blackstone_bricks 6880
chipped:cracked_disordered_granite_bricks 6949
chipped:cracked_disordered_ice_bricks 3000
chipped:cracked_disordered_lapis_block_bricks 2671
chipped:cracked_disordered_lodestone_bricks 2598
chipped:cracked_disordered_magma_block_bricks 7015
chipped:cracked_disordered_mossy_cobblestone_bricks 7081
chipped:cracked_disordered_mossy_stone_bricks_bricks 7146
chipped:cracked_disordered_nether_bricks_bricks 7212
chipped:cracked_disordered_netherrack_bricks 7278
chipped:cracked_disordered_obsidian_bricks 7344
chipped:cracked_disordered_packed_ice_bricks 3066
chipped:cracked_disordered_prismarine_bricks 7410
chipped:cracked_disordered_purpur_block_bricks 7475
chipped:cracked_disordered_quartz_block_bricks 7539
chipped:cracked_disordered_raw_copper_block_bricks 7603
chipped:cracked_disordered_raw_gold_block_bricks 7669
chipped:cracked_disordered_raw_iron_block_bricks 7735
chipped:cracked_disordered_red_nether_bricks_bricks 7801
chipped:cracked_disordered_red_sandstone_bricks 7867
chipped:cracked_disordered_redstone_block_bricks 9255
chipped:cracked_disordered_sandstone_bricks 7933
chipped:cracked_disordered_smooth_stone_bricks 8061
chipped:cracked_disordered_snow_block_bricks 3132
chipped:cracked_disordered_stone_bricks 7997
chipped:cracked_disordered_tuff_bricks 8127
chipped:cracked_dripstone_block_bricks 6747
chipped:cracked_end_stone_bricks 6813
chipped:cracked_flat_amethyst_block_tiles 2400
chipped:cracked_flat_ancient_debris_tiles 6168
chipped:cracked_flat_andesite_tiles 6234
chipped:cracked_flat_basalt_tiles 6300
chipped:cracked_flat_blackstone_tiles 6362
chipped:cracked_flat_blue_ice_tiles 2869
chipped:cracked_flat_borderless_bricks_tiles 9044
chipped:cracked_flat_bricks_tiles 8979
chipped:cracked_flat_calcite_tiles 6427
chipped:cracked_flat_clay_tiles 3199
chipped:cracked_flat_coal_block_tiles 2466
chipped:cracked_flat_cobblestone_tiles 6493
chipped:cracked_flat_crying_obsidian_tiles 2532
chipped:cracked_flat_dark_prismarine_tiles 6558
chipped:cracked_flat_diorite_tiles 6683
chipped:cracked_flat_dirt_tiles 2935
chipped:cracked_flat_dripstone_block_tiles 6749
chipped:cracked_flat_end_stone_tiles 6815
chipped:cracked_flat_gilded_blackstone_tiles 6881
chipped:cracked_flat_granite_tiles 6950
chipped:cracked_flat_ice_tiles 3001
chipped:cracked_flat_lapis_block_tiles 2672
chipped:cracked_flat_lodestone_tiles 2599
chipped:cracked_flat_magma_block_tiles 7016
chipped:cracked_flat_mossy_cobblestone_tiles 7082
chipped:cracked_flat_mossy_stone_bricks_tiles 7147
chipped:cracked_flat_nether_bricks_tiles 7213
chipped:cracked_flat_netherrack_tiles 7279
chipped:cracked_flat_obsidian_tiles 7345
chipped:cracked_flat_packed_ice_tiles 3067
chipped:cracked_flat_prismarine_tiles 7411
chipped:cracked_flat_purpur_block_tiles 7476
chipped:cracked_flat_quartz_block_tiles 7540
chipped:cracked_flat_raw_copper_block_tiles 7604
chipped:cracked_flat_raw_gold_block_tiles 7670
chipped:cracked_flat_raw_iron_block_tiles 7736
chipped:cracked_flat_red_nether_bricks_tiles 7802
chipped:cracked_flat_red_sandstone_tiles 7868
chipped:cracked_flat_redstone_block_tiles 9256
chipped:cracked_flat_sandstone_tiles 7934
chipped:cracked_flat_smooth_stone_tiles 8062
chipped:cracked_flat_snow_block_tiles 3133
chipped:cracked_flat_stone_tiles 7998
chipped:cracked_flat_tuff_tiles 8128
chipped:cracked_gilded_blackstone_bricks 6879
chipped:cracked_glowstone 2795
chipped:cracked_granite_bricks 6948
chipped:cracked_ice_bricks 2999
chipped:cracked_lapis_block_bricks 2670
chipped:cracked_lodestone_bricks 2597
chipped:cracked_magma_block_bricks 7014
chipped:cracked_mossy_cobblestone_bricks 7080
chipped:cracked_mossy_stone_bricks_bricks 7145
chipped:cracked_mud_bricks 3263
chipped:cracked_mud_bricks_bricks 9108
chipped:cracked_nether_bricks_bricks 7211
chipped:cracked_netherrack_bricks 7277
chipped:cracked_obsidian_bricks 7343
chipped:cracked_packed_ice_bricks 3065
chipped:cracked_packed_mud_bricks 3341
chipped:cracked_prismarine_bricks 7409
chipped:cracked_purpur_block_bricks 7474
chipped:cracked_quartz_block_bricks 7538
chipped:cracked_raw_copper_block_bricks 7602
chipped:cracked_raw_gold_block_bricks 7668
chipped:cracked_raw_iron_block_bricks 7734
chipped:cracked_red_nether_bricks_bricks 7800
chipped:cracked_red_sandstone_bricks 7866
chipped:cracked_redstone_block_bricks 9254
chipped:cracked_sandstone_bricks 7932
chipped:cracked_sea_lantern 9211
chipped:cracked_shroomlight 3634
chipped:cracked_smooth_stone_bricks 8060
chipped:cracked_snow_block_bricks 3131
chipped:cracked_tuff_bricks 8126
chipped:crafted_black_carpet 5854
chipped:crafted_black_wool 5534
chipped:crafted_blue_carpet 5874
chipped:crafted_blue_wool 5554
chipped:crafted_brown_carpet 5894
chipped:crafted_brown_wool 5574
chipped:crafted_cyan_carpet 5914
chipped:crafted_cyan_wool 5594
chipped:crafted_gray_carpet 5934
chipped:crafted_gray_wool 5614
chipped:crafted_green_carpet 5954
chipped:crafted_green_wool 5634
chipped:crafted_light_blue_carpet 5974
chipped:crafted_light_blue_wool 5654
chipped:crafted_light_gray_carpet 5994
chipped:crafted_light_gray_wool 5674
chipped:crafted_lime_carpet 6014
chipped:crafted_lime_wool 5694
chipped:crafted_magenta_carpet 6034
chipped:crafted_magenta_wool 5714
chipped:crafted_orange_carpet 6054
chipped:crafted_orange_wool 5734
chipped:crafted_pink_carpet 6074
chipped:crafted_pink_wool 5754
chipped:crafted_purple_carpet 6094
chipped:crafted_purple_wool 5774
chipped:crafted_red_carpet 6114
chipped:crafted_red_wool 5794
chipped:crafted_white_carpet 6134
chipped:crafted_white_wool 5814
chipped:crafted_yellow_carpet 6154
chipped:crafted_yellow_wool 5834
chipped:crated_acacia_planks 3910
chipped:crated_bamboo_planks 4295
chipped:crated_birch_planks 3948
chipped:crated_cherry_planks 4257
chipped:crated_crimson_planks 4181
chipped:crated_dark_oak_planks 3986
chipped:crated_jungle_planks 4024
chipped:crated_mangrove_planks 4067
chipped:crated_oak_planks 4105
chipped:crated_spruce_planks 4143
chipped:crated_warped_planks 4219
chipped:creeper_amethyst_block_carving 2401
chipped:creeper_ancient_debris_carving 6169
chipped:creeper_andesite_carving 6235
chipped:creeper_basalt_carving 6301
chipped:creeper_black_concrete 8649
chipped:creeper_blackstone_carving 6363
chipped:creeper_blue_concrete 8669
chipped:creeper_blue_ice_carving 2870
chipped:creeper_borderless_bricks_carving 9045
chipped:creeper_bricks_carving 8980
chipped:creeper_brown_concrete 8689
chipped:creeper_calcite_carving 6428
chipped:creeper_clay_carving 3200
chipped:creeper_coal_block_carving 2467
chipped:creeper_cobblestone_carving 6494
chipped:creeper_crying_obsidian_carving 2533
chipped:creeper_cyan_concrete 8709
chipped:creeper_dark_prismarine_carving 6559
chipped:creeper_deepslate_carving 6621
chipped:creeper_diorite_carving 6684
chipped:creeper_dirt_carving 2936
chipped:creeper_dripstone_block_carving 6750
chipped:creeper_end_stone_carving 6816
chipped:creeper_gilded_blackstone_carving 6882
chipped:creeper_granite_carving 6951
chipped:creeper_gray_concrete 8729
chipped:creeper_green_concrete 8749
chipped:creeper_ice_carving 3002
chipped:creeper_lapis_block_carving 2673
chipped:creeper_light_blue_concrete 8769
chipped:creeper_light_gray_concrete 8789
chipped:creeper_lime_concrete 8809
chipped:creeper_lodestone_carving 2600
chipped:creeper_magenta_concrete 8829
chipped:creeper_magma_block_carving 7017
chipped:creeper_mossy_cobblestone_carving 7083
chipped:creeper_mossy_stone_bricks_carving 7148
chipped:creeper_mud_bricks_carving 9109
chipped:creeper_mud_carving 3264
chipped:creeper_nether_bricks_carving 7214
chipped:creeper_netherrack_carving 7280
chipped:creeper_obsidian_carving 7346
chipped:creeper_orange_concrete 8849
chipped:creeper_packed_ice_carving 3068
chipped:creeper_packed_mud_carving 3342
chipped:creeper_pink_concrete 8869
chipped:creeper_prismarine_carving 7412
chipped:creeper_purple_concrete 8889
chipped:creeper_purpur_block_carving 7477
chipped:creeper_quartz_block_carving 7541
chipped:creeper_raw_copper_block_carving 7605
chipped:creeper_raw_gold_block_carving 7671
chipped:creeper_raw_iron_block_carving 7737
chipped:creeper_red_concrete 8909
chipped:creeper_red_nether_bricks_carving 7803
chipped:creeper_red_sandstone_carving 7869
chipped:creeper_redstone_block_carving 9257
chipped:creeper_sandstone_carving 7935
chipped:creeper_smooth_stone_carving 8063
chipped:creeper_snow_block_carving 3134
chipped:creeper_stone_carving 7999
