# Block registry dump
# Minecraft: 1.20.1
# Entries: 14254
# Generated: 2026-02-05T20:54:22.2041666-03:00

chipped:airy_spruce_trapdoor 4102
chipped:airy_warped_trapdoor 4146
chipped:alchemy_bench 1484
chipped:amethyst_block_bricks 1486
chipped:amethyst_block_mini_tiles 1487
chipped:amethyst_block_pillar 1488
chipped:amethyst_block_pillar_top 1489
chipped:amethyst_block_scales 1490
chipped:ancient_cubed_oak_bookshelf 3548
chipped:ancient_debris_bricks 5263
chipped:ancient_debris_mini_tiles 5264
chipped:ancient_debris_pillar 5265
chipped:ancient_debris_pillar_top 5266
chipped:ancient_debris_scales 5267
chipped:ancient_diamond_block 1825
chipped:ancient_emerald_block 1837
chipped:ancient_gold_block 1849
chipped:ancient_iron_block 1861
chipped:ancient_oak_bookshelf 3549
chipped:ancient_oak_large_bookshelf 3550
chipped:ancient_ochre_froglight 2580
chipped:ancient_pearlescent_froglight 2588
chipped:ancient_verdant_froglight 2596
chipped:ancient_vertical_oak_bookshelf 3551
chipped:ancient_waxed_copper_block 1911
chipped:ancient_waxed_exposed_copper 1922
chipped:ancient_waxed_oxidized_copper 1944
chipped:ancient_waxed_weathered_copper 1933
chipped:andesite_bricks 5329
chipped:andesite_gravel 2696
chipped:andesite_mini_tiles 5330
chipped:andesite_pillar 5331
chipped:andesite_pillar_top 5332
chipped:andesite_pointed_dripstone 8282
chipped:andesite_scales 5333
chipped:angled_mud_bricks 2354
chipped:angled_mud_bricks_bricks 8208
chipped:angled_packed_mud_bricks 2432
chipped:angry_amethyst_block 1491
chipped:angry_ancient_debris 5268
chipped:angry_andesite 5334
chipped:angry_basalt 5400
chipped:angry_blackstone 5463
chipped:angry_blue_ice 1960
chipped:angry_borderless_bricks 8144
chipped:angry_bricks 8079
chipped:angry_calcite 5527
chipped:angry_clay 2290
chipped:angry_coal_block 1557
chipped:angry_cobblestone 5593
chipped:angry_crying_obsidian 1623
chipped:angry_dark_prismarine 5658
chipped:angry_deepslate 5723
chipped:angry_diorite 5783
chipped:angry_dirt 2026
chipped:angry_dripstone_block 5849
chipped:angry_end_stone 5915
chipped:angry_gilded_blackstone 5981
chipped:angry_granite 6050
chipped:angry_ice 2092
chipped:angry_lapis_block 1763
chipped:angry_lodestone 1689
chipped:angry_magma_block 6116
chipped:angry_mossy_cobblestone 6182
chipped:angry_mossy_stone_bricks 6247
chipped:angry_mud 2355
chipped:angry_mud_bricks 8209
chipped:angry_nether_bricks 6313
chipped:angry_netherrack 6379
chipped:angry_obsidian 6445
chipped:angry_packed_ice 2158
chipped:angry_packed_mud 2433
chipped:angry_prismarine 6511
chipped:angry_purpur_block 6577
chipped:angry_quartz_block 6641
chipped:angry_raw_copper_block 6704
chipped:angry_raw_gold_block 6770
chipped:angry_raw_iron_block 6836
chipped:angry_red_nether_bricks 6902
chipped:angry_red_sandstone 6968
chipped:angry_redstone_block 8356
chipped:angry_sandstone 7034
chipped:angry_smooth_stone 7162
chipped:angry_snow_block 2224
chipped:angry_stone 7099
chipped:angry_tuff 7228
chipped:anguished_carved_pumpkin 2880
chipped:anguished_jack_o_lantern 2902
chipped:antique_hay_block 2703
chipped:apple_acacia_leaves 2506
chipped:apple_birch_leaves 2517
chipped:apple_dark_oak_leaves 2528
chipped:apple_jungle_leaves 2539
chipped:apple_oak_leaves 2557
chipped:apple_spruce_leaves 2568
chipped:arched_black_stained_glass_pane_pillar 4287
chipped:arched_black_stained_glass_pillar 4276
chipped:arched_blue_stained_glass_pane_pillar 4309
chipped:arched_blue_stained_glass_pillar 4298
chipped:arched_brown_stained_glass_pane_pillar 4331
chipped:arched_brown_stained_glass_pillar 4320
chipped:arched_cyan_stained_glass_pane_pillar 4353
chipped:arched_cyan_stained_glass_pillar 4342
chipped:arched_gray_stained_glass_pane_pillar 4375
chipped:arched_gray_stained_glass_pillar 4364
chipped:arched_green_stained_glass_pane_pillar 4397
chipped:arched_green_stained_glass_pillar 4386
chipped:arched_leaded_glass_pane_pillar 4257
chipped:arched_leaded_glass_pillar 4236
chipped:arched_light_blue_stained_glass_pane_pillar 4419
chipped:arched_light_blue_stained_glass_pillar 4408
chipped:arched_light_gray_stained_glass_pane_pillar 4441
chipped:arched_light_gray_stained_glass_pillar 4430
chipped:arched_lime_stained_glass_pane_pillar 4463
chipped:arched_lime_stained_glass_pillar 4452
chipped:arched_magenta_stained_glass_pane_pillar 4485
chipped:arched_magenta_stained_glass_pillar 4474
chipped:arched_orange_stained_glass_pane_pillar 4507
chipped:arched_orange_stained_glass_pillar 4496
chipped:arched_pink_stained_glass_pane_pillar 4529
chipped:arched_pink_stained_glass_pillar 4518
chipped:arched_purple_stained_glass_pane_pillar 4551
chipped:arched_purple_stained_glass_pillar 4540
chipped:arched_red_stained_glass_pane_pillar 4573
chipped:arched_red_stained_glass_pillar 4562
chipped:arched_white_stained_glass_pane_pillar 4595
chipped:arched_white_stained_glass_pillar 4584
chipped:arched_yellow_stained_glass_pane_pillar 4617
chipped:arched_yellow_stained_glass_pillar 4606
chipped:arrow_mud 2356
chipped:arrow_mud_bricks 8210
chipped:arrow_packed_mud 2434
chipped:ash_sand 2748
chipped:autumnkin 2864
chipped:bad_time_carved_pumpkin 2881
chipped:bad_time_jack_o_lantern 2903
chipped:bamboo_barrel 3513
chipped:bamboo_dried_kelp_block 2796
chipped:bamboo_planks_fine_mosaic 3361
chipped:bamboo_planks_panel 3391
chipped:bamboo_planks_shavings 3362
chipped:barbed_iron_bars 8296
chipped:barky_black_carpet 4943
chipped:barky_black_wool 4623
chipped:barky_blue_carpet 4963
chipped:barky_blue_wool 4643
chipped:barky_brown_carpet 4983
chipped:barky_brown_wool 4663
chipped:barky_cyan_carpet 5003
chipped:barky_cyan_wool 4683
chipped:barky_gray_carpet 5023
chipped:barky_gray_wool 4703
chipped:barky_green_carpet 5043
chipped:barky_green_wool 4723
chipped:barky_light_blue_carpet 5063
chipped:barky_light_blue_wool 4743
chipped:barky_light_gray_carpet 5083
chipped:barky_light_gray_wool 4763
chipped:barky_lime_carpet 5103
chipped:barky_lime_wool 4783
chipped:barky_magenta_carpet 5123
chipped:barky_magenta_wool 4803
chipped:barky_orange_carpet 5143
chipped:barky_orange_wool 4823
chipped:barky_pink_carpet 5163
chipped:barky_pink_wool 4843
chipped:barky_purple_carpet 5183
chipped:barky_purple_wool 4863
chipped:barky_red_carpet 5203
chipped:barky_red_wool 4883
chipped:barky_white_carpet 5223
chipped:barky_white_wool 4903
chipped:barky_yellow_carpet 5243
chipped:barky_yellow_wool 4923
chipped:barred_acacia_trapdoor 3969
chipped:barred_bamboo_door 3950
chipped:barred_bamboo_trapdoor 4189
chipped:barred_birch_door 3781
chipped:barred_birch_trapdoor 3992
chipped:barred_cherry_door 3931
chipped:barred_cherry_trapdoor 4167
chipped:barred_crimson_door 3894
chipped:barred_crimson_trapdoor 4125
chipped:barred_dark_oak_door 3800
chipped:barred_dark_oak_trapdoor 4015
chipped:barred_jungle_door 3819
chipped:barred_jungle_trapdoor 4038
chipped:barred_mangrove_door 3838
chipped:barred_mangrove_trapdoor 4060
chipped:barred_oak_door 3855
chipped:barred_oak_trapdoor 4081
chipped:barred_ochre_froglight 2581
chipped:barred_pearlescent_froglight 2589
chipped:barred_spruce_door 3875
chipped:barred_spruce_trapdoor 4103
chipped:barred_verdant_froglight 2597
chipped:barred_warped_door 3913
chipped:barred_warped_trapdoor 4147
chipped:basalt_bricks 5395
chipped:basalt_mini_tiles 5396
chipped:basalt_pillar 5397
chipped:basalt_pillar_top 5398
chipped:basalt_pointed_dripstone 8290
chipped:basalt_scales 5399
chipped:basket_woven_acacia_planks 2978
chipped:basket_woven_bamboo_planks 3363
chipped:basket_woven_birch_planks 3016
chipped:basket_woven_cherry_planks 3325
chipped:basket_woven_crimson_planks 3249
chipped:basket_woven_dark_oak_planks 3054
chipped:basket_woven_jungle_planks 3092
chipped:basket_woven_mangrove_planks 3130
chipped:basket_woven_oak_planks 3173
chipped:basket_woven_spruce_planks 3211
chipped:basket_woven_warped_planks 3287
chipped:beach_acacia_door 3762
chipped:beach_bamboo_door 3951
chipped:beach_birch_door 3782
chipped:beach_cherry_door 3932
chipped:beach_crimson_door 3895
chipped:beach_dark_oak_door 3801
chipped:beach_mangrove_door 3839
chipped:beach_oak_door 3856
chipped:beach_spruce_door 3876
chipped:beach_warped_door 3914
chipped:big_flower_lily_pad 2808
chipped:big_lantern 8442
chipped:big_soul_lantern 8446
chipped:birch_barrel 3514
chipped:birch_crate 3515
chipped:birch_planks_mosaic 3014
chipped:birch_planks_panel 3044
chipped:birch_planks_shavings 3015
chipped:birch_torch 4213
chipped:birch_wall_torch 4214
chipped:black_concrete_bricks 7754
chipped:black_concrete_panel 7762
chipped:black_concrete_pillar 7767
chipped:black_concrete_tiles 7755
chipped:black_glazed_terracotta_pillar_sides 7578
chipped:black_glazed_terracotta_pillar_top 7579
chipped:black_glazed_terracotta_smooth_tiles 7580
chipped:black_glazed_terracotta_tiles 7581
chipped:black_terracotta_bricks 7306
chipped:black_terracotta_column 7315
chipped:black_terracotta_pillar 7316
chipped:black_terracotta_tile 7307
chipped:black_terracotta_tiles 7308
chipped:blackstone_mini_tiles 5459
chipped:blackstone_pillar 5460
chipped:blackstone_pillar_top 5461
chipped:blackstone_pointed_dripstone 8291
chipped:blackstone_scales 5462
chipped:blank_amethyst_block_carving 1492
chipped:blank_ancient_debris_carving 5269
chipped:blank_andesite_carving 5335
chipped:blank_basalt_carving 5401
chipped:blank_blackstone_carving 5464
chipped:blank_blue_ice_carving 1961
chipped:blank_borderless_bricks_carving 8145
chipped:blank_bricks_carving 8080
chipped:blank_calcite_carving 5528
chipped:blank_clay_carving 2291
chipped:blank_coal_block_carving 1558
chipped:blank_cobblestone_carving 5594
chipped:blank_crying_obsidian_carving 1624
chipped:blank_dark_prismarine_carving 5659
chipped:blank_deepslate_carving 5724
chipped:blank_diorite_carving 5784
chipped:blank_dirt_carving 2027
chipped:blank_dripstone_block_carving 5850
chipped:blank_end_stone_carving 5916
chipped:blank_gilded_blackstone_carving 5982
chipped:blank_granite_carving 6051
chipped:blank_ice_carving 2093
chipped:blank_lapis_block_carving 1764
chipped:blank_lodestone_carving 1690
chipped:blank_lodestone_side 1691
chipped:blank_magma_block_carving 6117
chipped:blank_mossy_cobblestone_carving 6183
chipped:blank_mossy_stone_bricks_carving 6248
chipped:blank_nether_bricks_carving 6314
chipped:blank_netherrack_carving 6380
chipped:blank_obsidian_carving 6446
chipped:blank_packed_ice_carving 2159
chipped:blank_prismarine_carving 6512
chipped:blank_purpur_block_carving 6578
chipped:blank_quartz_block_carving 6642
chipped:blank_raw_copper_block_carving 6705
chipped:blank_raw_gold_block_carving 6771
chipped:blank_raw_iron_block_carving 6837
chipped:blank_red_nether_bricks_carving 6903
chipped:blank_red_sandstone_carving 6969
chipped:blank_redstone_block_carving 8357
chipped:blank_sandstone_carving 7035
chipped:blank_smooth_stone_carving 7163
chipped:blank_snow_block_carving 2225
chipped:blank_stone_carving 7100
chipped:blank_tuff_carving 7229
chipped:blobby_moss_block 2711
chipped:blocky_black_carpet 4944
chipped:blocky_black_wool 4624
chipped:blocky_blue_carpet 4964
chipped:blocky_blue_wool 4644
chipped:blocky_brown_carpet 4984
chipped:blocky_brown_wool 4664
chipped:blocky_cyan_carpet 5004
chipped:blocky_cyan_wool 4684
chipped:blocky_gray_carpet 5024
chipped:blocky_gray_wool 4704
chipped:blocky_green_carpet 5044
chipped:blocky_green_wool 4724
chipped:blocky_light_blue_carpet 5064
chipped:blocky_light_blue_wool 4744
chipped:blocky_light_gray_carpet 5084
chipped:blocky_light_gray_wool 4764
chipped:blocky_lime_carpet 5104
chipped:blocky_lime_wool 4784
chipped:blocky_magenta_carpet 5124
chipped:blocky_magenta_wool 4804
chipped:blocky_orange_carpet 5144
chipped:blocky_orange_wool 4824
chipped:blocky_pink_carpet 5164
chipped:blocky_pink_wool 4844
chipped:blocky_purple_carpet 5184
chipped:blocky_purple_wool 4864
chipped:blocky_red_carpet 5204
chipped:blocky_red_wool 4884
chipped:blocky_white_carpet 5224
chipped:blocky_white_wool 4904
chipped:blocky_yellow_carpet 5244
chipped:blocky_yellow_wool 4924
chipped:bloomed_warped_roots 2787
chipped:blooming_mushroom_stem 2689
chipped:blue_concrete_bricks 7774
chipped:blue_concrete_panel 7782
chipped:blue_concrete_pillar 7787
chipped:blue_concrete_tiles 7775
chipped:blue_dried_kelp_block 2797
chipped:blue_glazed_terracotta_pillar_sides 7589
chipped:blue_glazed_terracotta_pillar_top 7590
chipped:blue_glazed_terracotta_smooth_tiles 7591
chipped:blue_glazed_terracotta_tiles 7592
chipped:blue_ice_bricks 1955
chipped:blue_ice_mini_tiles 1956
chipped:blue_ice_pillar 1957
chipped:blue_ice_pillar_top 1958
chipped:blue_ice_scales 1959
chipped:blue_mangrove_roots 2550
chipped:blue_moss_block 2712
chipped:blue_paper_lantern 8417
chipped:blue_paper_soul_lantern 8431
chipped:blue_redstone_torch 8450
chipped:blue_redstone_wall_torch 8451
chipped:blue_terracotta_bricks 7323
chipped:blue_terracotta_column 7332
chipped:blue_terracotta_pillar 7333
chipped:blue_terracotta_tile 7324
chipped:blue_terracotta_tiles 7325
chipped:blue_tube_soul_lantern 8432
chipped:boarded_acacia_door 3763
chipped:boarded_bamboo_door 3952
chipped:boarded_birch_door 3783
chipped:boarded_cherry_door 3933
chipped:boarded_crimson_door 3896
chipped:boarded_dark_oak_door 3802
chipped:boarded_jungle_door 3820
chipped:boarded_mangrove_door 3840
chipped:boarded_oak_door 3857
chipped:boarded_warped_door 3915
chipped:bolby_nether_sprouts 2830
chipped:bolted_black_concrete 7768
chipped:bolted_blue_concrete 7788
chipped:bolted_brown_concrete 7808
chipped:bolted_cyan_concrete 7828
chipped:bolted_gray_concrete 7848
chipped:bolted_green_concrete 7868
chipped:bolted_iron_bars 8297
chipped:bolted_light_blue_concrete 7888
chipped:bolted_light_gray_concrete 7908
chipped:bolted_lime_concrete 7928
chipped:bolted_magenta_concrete 7948
chipped:bolted_orange_concrete 7968
chipped:bolted_pink_concrete 7988
chipped:bolted_purple_concrete 8008
chipped:bolted_red_concrete 8028
chipped:bolted_white_concrete 8048
chipped:bolted_yellow_concrete 8068
chipped:boo_carved_pumpkin 2882
chipped:boo_jack_o_lantern 2904
chipped:bordered_amethyst_block 1536
chipped:bordered_ancient_debris 5313
chipped:bordered_andesite 5379
chipped:bordered_basalt 5443
chipped:bordered_blackstone 5505
chipped:bordered_blue_ice 2005
chipped:bordered_borderless_bricks 8188
chipped:bordered_bricks 8123
chipped:bordered_calcite 5572
chipped:bordered_clay 2334
chipped:bordered_coal_block 1602
chipped:bordered_cobblestone 5638
chipped:bordered_crying_obsidian 1668
chipped:bordered_dark_prismarine 5703
chipped:bordered_deepslate 5762
chipped:bordered_diorite 5828
chipped:bordered_dirt 2071
chipped:bordered_dripstone_block 5894
chipped:bordered_end_stone 5960
chipped:bordered_gilded_blackstone 6025
chipped:bordered_granite 6095
chipped:bordered_ice 2137
chipped:bordered_lapis_block 1808
chipped:bordered_lodestone 1742
chipped:bordered_magma_block 6161
chipped:bordered_mossy_cobblestone 6227
chipped:bordered_mossy_stone_bricks 6292
chipped:bordered_mud 2410
chipped:bordered_mud_bricks 8264
chipped:bordered_nether_bricks 6358
chipped:bordered_netherrack 6424
chipped:bordered_obsidian 6490
chipped:bordered_packed_ice 2203
chipped:bordered_packed_mud 2488
chipped:bordered_prismarine 6555
chipped:bordered_purpur_block 6621
chipped:bordered_quartz_block 6683
chipped:bordered_raw_copper_block 6749
chipped:bordered_raw_gold_block 6815
chipped:bordered_raw_iron_block 6881
chipped:bordered_red_nether_bricks 6947
chipped:bordered_red_sandstone 7013
chipped:bordered_redstone_block 8401
chipped:bordered_sandstone 7079
chipped:bordered_smooth_stone 7207
chipped:bordered_snow_block 2269
chipped:bordered_stone 7141
chipped:bordered_tuff 7273
chipped:borderless_bricks_bricks 8139
chipped:borderless_bricks_mini_tiles 8140
chipped:borderless_bricks_pillar 8141
chipped:borderless_bricks_pillar_top 8142
chipped:borderless_bricks_scales 8143
chipped:botanical_oak_bookshelf 3552
chipped:botanical_oak_cubed_bookshelf 3553
chipped:botanical_oak_large_bookshelf 3554
chipped:botanist_workbench 1479
chipped:boxed_acacia_planks 2979
chipped:boxed_bamboo_planks 3364
chipped:boxed_birch_planks 3017
chipped:boxed_cherry_planks 3326
chipped:boxed_crimson_planks 3250
chipped:boxed_dark_oak_planks 3055
chipped:boxed_jungle_planks 3093
chipped:boxed_mangrove_planks 3131
chipped:boxed_oak_planks 3174
chipped:boxed_spruce_planks 3212
chipped:boxed_warped_planks 3288
chipped:brick_bond_acacia_planks 2980
chipped:brick_bond_bamboo_planks 3365
chipped:brick_bond_birch_planks 3018
chipped:brick_bond_cherry_planks 3327
chipped:brick_bond_crimson_planks 3251
chipped:brick_bond_dark_oak_planks 3056
chipped:brick_bond_jungle_planks 3094
chipped:brick_bond_mangrove_planks 3132
chipped:brick_bond_oak_planks 3175
chipped:brick_bond_spruce_planks 3213
chipped:brick_bond_warped_planks 3289
chipped:brick_bordered_amethyst_block 1537
chipped:brick_bordered_ancient_debris 5314
chipped:brick_bordered_andesite 5380
chipped:brick_bordered_basalt 5444
chipped:brick_bordered_blackstone 5506
chipped:brick_bordered_blue_ice 2006
chipped:brick_bordered_borderless_bricks 8189
chipped:brick_bordered_bricks 8124
chipped:brick_bordered_calcite 5573
chipped:brick_bordered_clay 2335
chipped:brick_bordered_coal_block 1603
chipped:brick_bordered_cobblestone 5639
chipped:brick_bordered_crying_obsidian 1669
chipped:brick_bordered_dark_prismarine 5704
chipped:brick_bordered_deepslate 5763
chipped:brick_bordered_diorite 5829
chipped:brick_bordered_dirt 2072
chipped:brick_bordered_dripstone_block 5895
chipped:brick_bordered_end_stone 5961
chipped:brick_bordered_gilded_blackstone 6026
chipped:brick_bordered_granite 6096
chipped:brick_bordered_ice 2138
chipped:brick_bordered_lapis_block 1809
chipped:brick_bordered_lodestone 1743
chipped:brick_bordered_magma_block 6162
chipped:brick_bordered_mossy_cobblestone 6228
chipped:brick_bordered_mossy_stone_bricks 6293
chipped:brick_bordered_mud 2411
chipped:brick_bordered_mud_bricks 8265
chipped:brick_bordered_nether_bricks 6359
chipped:brick_bordered_netherrack 6425
chipped:brick_bordered_obsidian 6491
chipped:brick_bordered_packed_ice 2204
chipped:brick_bordered_packed_mud 2489
chipped:brick_bordered_prismarine 6556
chipped:brick_bordered_purpur_block 6622
chipped:brick_bordered_quartz_block 6684
chipped:brick_bordered_raw_copper_block 6750
chipped:brick_bordered_raw_gold_block 6816
chipped:brick_bordered_raw_iron_block 6882
chipped:brick_bordered_red_nether_bricks 6948
chipped:brick_bordered_red_sandstone 7014
chipped:brick_bordered_redstone_block 8402
chipped:brick_bordered_sandstone 7080
chipped:brick_bordered_smooth_stone 7208
chipped:brick_bordered_snow_block 2270
chipped:brick_bordered_stone 7142
chipped:brick_bordered_tuff 7274
chipped:bricked_mangrove_planks 3163
chipped:bricks_bricks 8074
chipped:bricks_mini_tiles 8075
chipped:bricks_pillar 8076
chipped:bricks_pillar_top 8077
chipped:bricks_scales 8078
chipped:bricky_acacia_planks 2981
chipped:bricky_bamboo_planks 3366
chipped:bricky_birch_planks 3019
chipped:bricky_cherry_planks 3328
chipped:bricky_crimson_planks 3252
chipped:bricky_dark_oak_planks 3057
chipped:bricky_jungle_planks 3095
chipped:bricky_mangrove_planks 3133
chipped:bricky_oak_planks 3176
chipped:bricky_spruce_planks 3214
chipped:bricky_warped_planks 3290
chipped:bright_melon 2721
chipped:broken_cobweb 2679
chipped:broken_glowstone 1891
chipped:broken_lily_pad 2809
chipped:broken_mushroom_stem 2690
chipped:broken_sea_lantern 8316
chipped:broken_shroomlight 2731
chipped:brown_concrete_bricks 7794
chipped:brown_concrete_panel 7802
chipped:brown_concrete_pillar 7807
chipped:brown_concrete_tiles 7795
chipped:brown_dried_kelp_block 2798
chipped:brown_glazed_terracotta_pillar_sides 7600
chipped:brown_glazed_terracotta_pillar_top 7601
chipped:brown_glazed_terracotta_smooth_tiles 7602
chipped:brown_glazed_terracotta_tiles 7603
chipped:brown_mushroom_bulb 2659
chipped:brown_mushroom_bushel 2660
chipped:brown_mushroom_cluster 2661
chipped:brown_mushroom_trio 2662
chipped:brown_terracotta_bricks 7340
chipped:brown_terracotta_column 7349
chipped:brown_terracotta_pillar 7350
chipped:brown_terracotta_tile 7341
chipped:brown_terracotta_tiles 7342
chipped:bubbling_nether_wart_block 2850
chipped:bubbling_warped_wart_block 2935
chipped:budding_crimson_roots 2774
chipped:budding_crimson_roots_bulb 2773
chipped:bulbed_brown_mushroom 2651
chipped:bulbed_crimson_fungus 2949
chipped:bulbed_glowstone 1892
chipped:bulbed_red_mushroom 2665
chipped:bulbed_sea_lantern 8317
chipped:bulbed_warped_fungus 2963
chipped:bulby_sponge 1884
chipped:bundled_acacia_log 3399
chipped:bundled_birch_log 3410
chipped:bundled_black_carpet 4945
chipped:bundled_black_wool 4625
chipped:bundled_blue_carpet 4965
chipped:bundled_blue_wool 4645
chipped:bundled_brown_carpet 4985
chipped:bundled_brown_wool 4665
chipped:bundled_cherry_log 3500
chipped:bundled_crimson_stem 3476
chipped:bundled_cyan_carpet 5005
chipped:bundled_cyan_wool 4685
chipped:bundled_dark_oak_log 3421
chipped:bundled_gray_carpet 5025
chipped:bundled_gray_wool 4705
chipped:bundled_green_carpet 5045
chipped:bundled_green_wool 4725
chipped:bundled_hay_block 2704
chipped:bundled_jungle_log 3432
chipped:bundled_light_blue_carpet 5065
chipped:bundled_light_blue_wool 4745
chipped:bundled_light_gray_carpet 5085
chipped:bundled_light_gray_wool 4765
chipped:bundled_lime_carpet 5105
chipped:bundled_lime_wool 4785
chipped:bundled_magenta_carpet 5125
chipped:bundled_magenta_wool 4805
chipped:bundled_mangrove_log 3443
chipped:bundled_oak_log 3454
chipped:bundled_orange_carpet 5145
chipped:bundled_orange_wool 4825
chipped:bundled_pink_carpet 5165
chipped:bundled_pink_wool 4845
chipped:bundled_purple_carpet 5185
chipped:bundled_purple_wool 4865
chipped:bundled_red_carpet 5205
chipped:bundled_red_wool 4885
chipped:bundled_spruce_log 3465
chipped:bundled_warped_stem 3490
chipped:bundled_white_carpet 5225
chipped:bundled_white_wool 4905
chipped:bundled_yellow_carpet 5245
chipped:bundled_yellow_wool 4925
chipped:burning_coal_lantern 8418
chipped:bushy_nether_sprouts 2831
chipped:button_brown_mushroom 2652
chipped:button_crimson_fungus 2950
chipped:button_mud 2357
chipped:button_mud_bricks 8211
chipped:button_packed_mud 2435
chipped:button_red_mushroom 2666
chipped:button_warped_fungus 2964
chipped:calcite_bricks 5522
chipped:calcite_mini_tiles 5523
chipped:calcite_pillar 5524
chipped:calcite_pillar_top 5525
chipped:calcite_pointed_dripstone 8283
chipped:calcite_scales 5526
chipped:carpenters_table 1481
chipped:carved_amethyst_block 1493
chipped:carved_ancient_debris 5270
chipped:carved_andesite 5336
chipped:carved_basalt 5402
chipped:carved_blackstone 5465
chipped:carved_blue_ice 1962
chipped:carved_borderless_bricks 8146
chipped:carved_bricks 8081
chipped:carved_calcite 5529
chipped:carved_clay 2292
chipped:carved_coal_block 1559
chipped:carved_cobblestone 5595
chipped:carved_crying_obsidian 1625
chipped:carved_dark_prismarine 5660
chipped:carved_deepslate 5725
chipped:carved_diorite 5785
chipped:carved_dirt 2028
chipped:carved_dripstone_block 5851
chipped:carved_end_stone 5917
chipped:carved_gilded_blackstone 5983
chipped:carved_granite 6052
chipped:carved_ice 2094
chipped:carved_lapis_block 1765
chipped:carved_lodestone 1692
chipped:carved_magma_block 6118
chipped:carved_mangrove_planks 3134
chipped:carved_mossy_cobblestone 6184
chipped:carved_mossy_stone_bricks 6249
chipped:carved_mud 2358
chipped:carved_mud_bricks 8212
chipped:carved_mud_bricks_pillar 8272
chipped:carved_mud_pillar 2418
chipped:carved_nether_bricks 6315
chipped:carved_netherrack 6381
chipped:carved_obsidian 6447
chipped:carved_packed_ice 2160
chipped:carved_packed_mud 2436
chipped:carved_packed_mud_pillar 2496
chipped:carved_prismarine 6513
chipped:carved_purpur_block 6579
chipped:carved_raw_copper_block 6706
chipped:carved_raw_gold_block 6772
chipped:carved_raw_iron_block 6838
chipped:carved_red_nether_bricks 6904
chipped:carved_red_sandstone 6970
chipped:carved_redstone_block 8358
chipped:carved_sandstone 7036
chipped:carved_smooth_stone 7164
chipped:carved_snow_block 2226
chipped:carved_stone 7101
chipped:carved_stripped_acacia_log 3591
chipped:carved_stripped_birch_log 3608
chipped:carved_stripped_cherry_log 3745
chipped:carved_stripped_crimson_stem 3728
chipped:carved_stripped_dark_oak_log 3625
chipped:carved_stripped_jungle_log 3642
chipped:carved_stripped_mangrove_log 3659
chipped:carved_stripped_oak_log 3677
chipped:carved_stripped_spruce_log 3694
chipped:carved_stripped_warped_stem 3711
chipped:carved_tuff 7230
chipped:center_cut_acacia_log 3400
chipped:center_cut_birch_log 3411
chipped:center_cut_cherry_log 3501
chipped:center_cut_crimson_stem 3477
chipped:center_cut_dark_oak_log 3422
chipped:center_cut_jungle_log 3433
chipped:center_cut_mangrove_log 3444
chipped:center_cut_oak_log 3455
chipped:center_cut_spruce_log 3466
chipped:center_cut_warped_stem 3491
chipped:centered_mud 2359
chipped:centered_mud_bricks 8213
chipped:centered_packed_mud 2437
chipped:chained_iron_bars 8298
chipped:checkered_acacia_trapdoor 3970
chipped:checkered_amethyst_block_tiles 1494
chipped:checkered_ancient_debris_tiles 5271
chipped:checkered_andesite_tiles 5337
chipped:checkered_bamboo_trapdoor 4190
chipped:checkered_basalt_tiles 5403
chipped:checkered_birch_trapdoor 3993
chipped:checkered_blackstone_tiles 5466
chipped:checkered_blue_ice_tiles 1963
chipped:checkered_borderless_bricks_tiles 8147
chipped:checkered_bricks_tiles 8082
chipped:checkered_calcite_tiles 5530
chipped:checkered_cherry_trapdoor 4168
chipped:checkered_clay_tiles 2293
chipped:checkered_coal_block_tiles 1560
chipped:checkered_cobblestone_tiles 5596
chipped:checkered_crimson_trapdoor 4126
chipped:checkered_crying_obsidian_tiles 1626
chipped:checkered_dark_oak_trapdoor 4016
chipped:checkered_dark_prismarine_tiles 5661
chipped:checkered_deepslate_tiles 5726
chipped:checkered_diorite_tiles 5786
chipped:checkered_dirt_tiles 2029
chipped:checkered_dripstone_block_tiles 5852
chipped:checkered_end_stone_tiles 5918
chipped:checkered_gilded_blackstone_tiles 5984
chipped:checkered_granite_tiles 6053
chipped:checkered_ice_tiles 2095
chipped:checkered_iron_lantern 8419
chipped:checkered_iron_soul_lantern 8433
chipped:checkered_jungle_trapdoor 4039
chipped:checkered_lapis_block_tiles 1766
chipped:checkered_lodestone_tiles 1693
chipped:checkered_magma_block_tiles 6119
chipped:checkered_mangrove_trapdoor 4061
chipped:checkered_mossy_cobblestone_tiles 6185
chipped:checkered_mossy_stone_bricks_tiles 6250
chipped:checkered_nether_bricks_tiles 6316
chipped:checkered_netherrack_tiles 6382
chipped:checkered_oak_trapdoor 4082
chipped:checkered_obsidian_tiles 6448
chipped:checkered_packed_ice_tiles 2161
chipped:checkered_prismarine_tiles 6514
chipped:checkered_quartz_block_tiles 6643
chipped:checkered_raw_copper_block_tiles 6707
chipped:checkered_raw_gold_block_tiles 6773
chipped:checkered_raw_iron_block_tiles 6839
chipped:checkered_red_nether_bricks_tiles 6905
chipped:checkered_red_sandstone_tiles 6971
chipped:checkered_redstone_block_tiles 8359
chipped:checkered_sandstone_tiles 7037
chipped:checkered_smooth_stone_tiles 7165
chipped:checkered_snow_block_tiles 2227
chipped:checkered_spruce_trapdoor 4104
